FID,ZIP,OBJECTID_1,DEPCODE,COUNTYNAME,FieldMatch,POName,Places,OBJECTID_12,ZIPX,c_places,Cases_1,LabelY,SHAPE_Length,SHAPE_Area
190,32352,419,20,Gadsden,Gadsden-32352,Quincy,"Gretna, Quincy",374,Gadsden-32352,Quincy,31,31,0.858563547,0.024724602
191,32355,420,65,Wakulla,Wakulla-32355,Saint Marks,St. Marks,1098,Wakulla-32355,,0,0,0.072815667,2.47E-04
192,32356,422,62,Taylor,Taylor-32356,Salem,Salem,1060,Taylor-32356,,0,0,0.484244173,0.009085804
193,32358,423,19,Franklin,Franklin-32358,Sopchoppy,Sopchoppy,367,Franklin-32358,SUPPRESSED,SUPPRESSED,-3,0.496542248,0.003059941
194,32358,426,65,Wakulla,Wakulla-32358,Sopchoppy,Sopchoppy,1099,Wakulla-32358,Sopchoppy,<5,-2,1.579034296,0.059262145
195,32359,427,15,Dixie,Dixie-32359,Steinhatchee,Steinhatchee,296,Dixie-32359,Steinhatchee,<5,-2,2.000035887,0.023204904
196,32359,429,62,Taylor,Taylor-32359,Steinhatchee,Steinhatchee,1061,Taylor-32359,,0,0,0.596879958,0.010162947
197,32360,430,39,Liberty,Liberty-32360,Telogia,Telogia,602,Liberty-32360,,0,0,0.022267659,3.28E-05
198,32399,431,37,Leon,Leon-32399,Tallahassee,Tallahassee,587,Leon-32399,Tallahassee,<5,-2,0.023238941,1.75E-05
199,32401,432,3,Bay,Bay-32401,Panama City,"Panama City, Parker, Springfield, Cedar Grove",27,Bay-32401,Panama City,22,22,0.466215601,0.002759542
200,32403,433,3,Bay,Bay-32403,Panama City,Tyndall AFB,28,Bay-32403,Tyndall Air Force Base,<5,-2,2.133831315,0.014988404
201,32404,434,3,Bay,Bay-32404,Panama City,"Panama City, Parker, Springfield, Callaway, Lynn Haven, Tyndall AFB",29,Bay-32404,"Callaway, Panama City, Parker",20,20,1.853996429,0.050279222
202,32405,437,3,Bay,Bay-32405,Panama City,"Panama City, Springfield, Lynn Haven, Cedar Grove, Pretty Bayou",30,Bay-32405,Panama City,26,26,0.60467903,0.004533266
203,32407,438,3,Bay,Bay-32407,Panama City Beach,"Panama City Beach, Upper Grand Lagoon",31,Bay-32407,Panama City Beach,14,14,0.714101922,0.005078752
204,32408,439,3,Bay,Bay-32408,Panama City,"Panama City Beach, Lower Grand Lagoon, Upper Grand Lagoon",32,Bay-32408,"Panama City, Panama City Beach",8,8,0.568048864,0.00288846
205,32409,440,3,Bay,Bay-32409,Panama City,Lynn Haven,33,Bay-32409,"Panama City, Southport",<5,-2,1.410078339,0.038267241
206,32413,442,3,Bay,Bay-32413,Panama City Beach,"Panama City Beach, Laguna Beach",34,Bay-32413,Panama City Beach,<5,-2,0.857298302,0.022672031
207,32420,447,32,Jackson,Jackson-32420,Alford,Alford,490,Jackson-32420,Alford,<5,-2,0.705977323,0.013904748
208,32420,448,67,Washington,Washington-32420,Alford,Alford,1112,Washington-32420,,0,0,0.129949715,5.99E-04
209,32421,450,7,Calhoun,Calhoun-32421,Altha,Altha,133,Calhoun-32421,Altha,5,5,1.566830476,0.037624688
210,32423,453,32,Jackson,Jackson-32423,Bascom,"Malone, Bascom",491,Jackson-32423,Bascom,<5,-2,0.953302177,0.017337405
211,32424,454,7,Calhoun,Calhoun-32424,Blountstown,Blountstown,134,Calhoun-32424,Blountstown,57,57,1.482318251,0.037902307
212,32425,458,30,Holmes,Holmes-32425,Bonifay,"Caryville, Esto, Noma, Bonifay",476,Holmes-32425,Bonifay,22,22,1.20637647,0.057953323
213,32425,460,67,Washington,Washington-32425,Bonifay,"Caryville, Bonifay",1113,Washington-32425,Bonifay,<5,-2,0.813918682,0.009545479
214,32426,462,32,Jackson,Jackson-32426,Campbellton,"Campbellton, Jacob City",492,Jackson-32426,Campbellton,<5,-2,0.608221228,0.01131404
215,32427,465,67,Washington,Washington-32427,Caryville,"Caryville, Westville",1114,Washington-32427,Caryville,<5,-2,0.801515456,0.012943507
216,32428,468,32,Jackson,Jackson-32428,Chipley,Chipley,493,Jackson-32428,,0,0,0.312965002,6.41E-04
217,32428,469,67,Washington,Washington-32428,Chipley,"Chipley, Wausau",1115,Washington-32428,Chipley,62,62,1.71294106,0.070656267
218,32430,470,7,Calhoun,Calhoun-32430,Clarksville,Clarksville,135,Calhoun-32430,,0,0,0.976438849,0.017888925
219,32431,471,32,Jackson,Jackson-32431,Cottondale,"Cottondale, Alford, Jacob City",494,Jackson-32431,Cottondale,11,11,1.015761528,0.021372977
220,32431,472,67,Washington,Washington-32431,Cottondale,Cottondale,1116,Washington-32431,,0,0,0.380380807,0.004265774
221,32433,476,66,Walton,Walton-32433,Defuniak Springs,"Paxton, DeFuniak Springs",1100,Walton-32433,Defuniak Springs,36,36,2.118130459,0.066396477
222,32435,479,66,Walton,Walton-32435,Defuniak Springs,"DeFuniak Springs, Freeport",1101,Walton-32435,Defuniak Springs,41,41,1.742643941,0.067116379
223,32437,480,3,Bay,Bay-32437,Ebro,Ebro,35,Bay-32437,,0,0,0.458796619,0.003613083
224,32437,482,67,Washington,Washington-32437,Ebro,Ebro,1117,Washington-32437,,0,0,0.496677072,0.00427481
225,32438,483,3,Bay,Bay-32438,Fountain,Fountain,36,Bay-32438,,0,0,0.502357981,0.012016733
226,32438,484,7,Calhoun,Calhoun-32438,Fountain,Fountain,136,Calhoun-32438,,0,0,0.31472236,0.002330495
227,32438,486,67,Washington,Washington-32438,Fountain,Fountain,1118,Washington-32438,,0,0,0.201106002,4.82E-04
228,32439,487,66,Walton,Walton-32439,Freeport,Freeport,1102,Walton-32439,Freeport,6,6,1.56629817,0.038199474
229,32440,489,30,Holmes,Holmes-32440,Graceville,Graceville,477,Holmes-32440,Graceville,<5,-2,0.620497767,0.007046342
230,32440,490,32,Jackson,Jackson-32440,Graceville,"Campbellton, Graceville",495,Jackson-32440,Graceville,<5,-2,0.794632975,0.018769905
231,32442,492,7,Calhoun,Calhoun-32442,Grand Ridge,Grand Ridge,137,Calhoun-32442,,0,0,0.271553405,0.002537833
232,32442,494,32,Jackson,Jackson-32442,Grand Ridge,"Sneads, Grand Ridge",496,Jackson-32442,Grand Ridge,6,6,1.172122627,0.02157097
233,32443,496,32,Jackson,Jackson-32443,Greenwood,Greenwood,497,Jackson-32443,Greenwood,9,9,0.785635892,0.014172178
234,32444,497,3,Bay,Bay-32444,Lynn Haven,"Panama City, Lynn Haven",37,Bay-32444,Lynn Haven,10,10,0.494733659,0.002752422
235,32445,499,32,Jackson,Jackson-32445,Malone,Malone,498,Jackson-32445,Malone,5,5,0.358008894,0.004713968
236,32446,500,32,Jackson,Jackson-32446,Marianna,"Greenwood, Marianna, Jacob City",499,Jackson-32446,Marianna,60,60,1.686015599,0.041894402
237,32448,502,32,Jackson,Jackson-32448,Marianna,"Cottondale, Marianna",500,Jackson-32448,Marianna,29,29,1.388540184,0.047331645
238,32449,504,7,Calhoun,Calhoun-32449,Wewahitchka,Wewahitchka,138,Calhoun-32449,,0,0,0.816239842,0.024056902
239,32455,506,30,Holmes,Holmes-32455,Ponce De Leon,"Ponce de Leon, Westville",478,Holmes-32455,,0,0,0.999116188,0.017810744
240,32455,507,66,Walton,Walton-32455,Ponce De Leon,Ponce de Leon,1103,Walton-32455,,0,0,1.92783899,0.03390884
241,32456,509,3,Bay,Bay-32456,Port Saint Joe,Mexico Beach,38,Bay-32456,,0,0,0.279485464,8.09E-04
242,32456,511,23,Gulf,Gulf-32456,Port Saint Joe,"Mexico Beach, Port St. Joe",385,Gulf-32456,SUPPRESSED,SUPPRESSED,-3,2.296142504,0.05157641
243,32459,513,66,Walton,Walton-32459,Santa Rosa Beach,Miramar Beach,1104,Walton-32459,"Point Washington, Santa Rosa Beach",18,18,1.262838249,0.017066854
244,32460,516,32,Jackson,Jackson-32460,Sneads,"Sneads, Chattahoochee",501,Jackson-32460,Sneads,157,157,1.103778296,0.019953845
245,32461,518,66,Walton,Walton-32461,Inlet Beach,Inlet Beach,1105,Walton-32461,,0,0,0.254009174,0.001627656
246,32462,519,3,Bay,Bay-32462,Vernon,Vernon,39,Bay-32462,,0,0,0.368658638,3.44E-04
247,32462,520,66,Walton,Walton-32462,Vernon,Vernon,1106,Walton-32462,,0,0,0.803303987,0.005731087
248,32462,521,67,Washington,Washington-32462,Vernon,Vernon,1119,Washington-32462,Vernon,6,6,1.764811118,0.043847332
249,32464,522,30,Holmes,Holmes-32464,Westville,"Caryville, Ponce de Leon, Westville",479,Holmes-32464,Westville,<5,-2,1.464383627,0.03661051
250,32464,523,66,Walton,Walton-32464,Westville,Westville,1107,Walton-32464,,0,0,0.615473781,0.005828216
251,32465,527,19,Franklin,Franklin-32465,Wewahitchka,Wewahitchka,368,Franklin-32465,SUPPRESSED,SUPPRESSED,-3,0.502544297,0.002702413
252,32465,528,23,Gulf,Gulf-32465,Wewahitchka,Wewahitchka,386,Gulf-32465,SUPPRESSED,SUPPRESSED,-3,1.831890914,0.086327577
253,32466,530,3,Bay,Bay-32466,Youngstown,Youngstown,40,Bay-32466,Youngstown,<5,-2,1.361432866,0.02901208
254,32466,531,7,Calhoun,Calhoun-32466,Youngstown,Youngstown,139,Calhoun-32466,,0,0,0.676881302,0.017256504
255,32466,532,67,Washington,Washington-32466,Youngstown,Youngstown,1120,Washington-32466,,0,0,0.374924867,0.00340276
256,32501,533,17,Escambia,Escambia-32501,Pensacola,"Pensacola, Brent, Goulding, West Pensacola",336,Escambia-32501,Pensacola,61,61,0.168993088,8.94E-04
257,32502,534,17,Escambia,Escambia-32502,Pensacola,"Pensacola, Warrington",337,Escambia-32502,Pensacola,91,91,0.223776397,6.08E-04
258,32503,535,17,Escambia,Escambia-32503,Pensacola,"Pensacola, Brent, Ensley, Ferry Pass, Goulding",338,Escambia-32503,Pensacola,52,52,0.337261927,0.003168723
259,32504,536,17,Escambia,Escambia-32504,Pensacola,"Pensacola, Brent, Ensley, Ferry Pass",339,Escambia-32504,Pensacola,95,95,0.257638259,0.002647491
260,32505,537,17,Escambia,Escambia-32505,Pensacola,"Pensacola, Bellview, Brent, Ensley, Goulding, Myrtle Grove, Warrington, West Pensacola",340,Escambia-32505,Pensacola,72,72,0.340322867,0.003333186
261,32506,538,17,Escambia,Escambia-32506,Pensacola,"Bellview, Myrtle Grove, Warrington, West Pensacola",341,Escambia-32506,Pensacola,31,31,0.568401184,0.008030017
262,32507,540,17,Escambia,Escambia-32507,Pensacola,"Pensacola, Myrtle Grove, Warrington, West Pensacola",342,Escambia-32507,"Pensacola, Perdido Key",27,27,1.341880915,0.006444508
263,32508,541,17,Escambia,Escambia-32508,Pensacola,Warrington,343,Escambia-32508,,0,0,0.253394061,0.002304991
264,32509,542,17,Escambia,Escambia-32509,Pensacola,Bellview,344,Escambia-32509,,0,0,0.065734407,2.76E-04
265,32511,543,17,Escambia,Escambia-32511,Pensacola,"Myrtle Grove, West Pensacola",345,Escambia-32511,Pensacola,10,10,0.045203013,5.83E-05
266,32512,544,17,Escambia,Escambia-32512,Pensacola,Myrtle Grove,346,Escambia-32512,,0,0,0.014961659,1.32E-05
267,32514,545,17,Escambia,Escambia-32514,Pensacola,"Pensacola, Ensley, Ferry Pass, Gonzalez",347,Escambia-32514,Pensacola,92,92,0.337669952,0.004855749
268,32526,548,17,Escambia,Escambia-32526,Pensacola,"Bellview, Brent, Ensley, Myrtle Grove, West Pensacola",348,Escambia-32526,"Bellview, Pensacola",62,62,0.891683409,0.01438743
269,32531,550,46,Okaloosa,Okaloosa-32531,Baker,Baker,689,Okaloosa-32531,Baker,<5,-2,1.161152594,0.049288799
270,32531,551,57,Santa Rosa,Santa Rosa-32531,Baker,Munson,954,Santa Rosa-32531,,0,0,0.683807673,0.005770816
271,32533,553,17,Escambia,Escambia-32533,Cantonment,"Ensley, Gonzalez, Molino",349,Escambia-32533,Cantonment,53,53,0.785206054,0.0195893
272,32534,555,17,Escambia,Escambia-32534,Pensacola,"Brent, Ensley, Gonzalez",350,Escambia-32534,Pensacola,27,27,0.284921857,0.002411056
273,32535,557,17,Escambia,Escambia-32535,Century,Century,351,Escambia-32535,Century,<5,-2,0.991941309,0.018139683
274,32536,559,46,Okaloosa,Okaloosa-32536,Crestview,Crestview,690,Okaloosa-32536,Crestview,14,14,0.640378251,0.01092214
275,32539,560,46,Okaloosa,Okaloosa-32539,Crestview,Crestview,691,Okaloosa-32539,Crestview,20,20,0.875238435,0.028308572
276,32539,561,66,Walton,Walton-32539,Crestview,Crestview,1108,Walton-32539,,0,0,0.507119091,0.00314143
277,32541,562,46,Okaloosa,Okaloosa-32541,Destin,"Destin, Miramar Beach",692,Okaloosa-32541,Destin,37,37,0.478529984,0.002660944
278,32542,564,46,Okaloosa,Okaloosa-32542,Eglin Afb,"Valparaiso, Eglin AFB, Lake Lorraine",693,Okaloosa-32542,Eglin Air Force Base,<5,-2,1.854445841,0.081310677
279,32542,565,57,Santa Rosa,Santa Rosa-32542,Navarre,"Muddy Ford, Holley, Navarre",955,Santa Rosa-32542,,0,0,1.149794798,0.026279101
280,32544,567,46,Okaloosa,Okaloosa-32544,Hurlburt Field,Hurlburt Field,694,Okaloosa-32544,,0,0,0.247125971,8.48E-04
281,32547,568,46,Okaloosa,Okaloosa-32547,Fort Walton Beach,"Fort Walton Beach, Ocean City, Wright",695,Okaloosa-32547,Fort Walton Beach,65,65,0.402239994,0.005581077
282,32548,569,46,Okaloosa,Okaloosa-32548,Fort Walton Beach,"Cinco Bayou, Fort Walton Beach, Mary Esther, Ocean City, Wright",696,Okaloosa-32548,Fort Walton Beach,30,30,0.983521693,0.003345481
283,32550,572,66,Walton,Walton-32550,Miramar Beach,Miramar Beach,1109,Walton-32550,Miramar Beach,<5,-2,0.300150168,0.001683722
284,32561,573,17,Escambia,Escambia-32561,Gulf Breeze,"Gulf Breeze, Navarre Beach, Oriole Beach, Woodlawn Beach",352,Escambia-32561,"Gulf Breeze, Pensacola, Pensacola Beach",<5,-2,0.858370357,0.001833031
285,32561,574,57,Santa Rosa,Santa Rosa-32561,Gulf Breeze,"Gulf Breeze, Midway, Oriole Beach",956,Santa Rosa-32561,Gulf Breeze,14,14,0.280692371,7.62E-04
286,32563,575,57,Santa Rosa,Santa Rosa-32563,Gulf Breeze,"Gulf Breeze, Midway, Navarre, Oriole Beach, Tiger Point, Woodlawn Beach",957,Santa Rosa-32563,Gulf Breeze,18,18,0.602713307,0.004506553
287,32564,576,46,Okaloosa,Okaloosa-32564,Holt,Harold,697,Okaloosa-32564,,0,0,0.77108666,0.012642519
288,32564,577,57,Santa Rosa,Santa Rosa-32564,Holt,"Harold, Munson, Springhill",958,Santa Rosa-32564,,0,0,0.855941498,0.014608824
289,32565,580,57,Santa Rosa,Santa Rosa-32565,Jay,"Jay, Allentown, Berrydale, Brownsdale, Chumuckla, Cobbtown, Dixonville, Fidelis, Mount Carmel, Pine Level, Whitfield",959,Santa Rosa-32565,Jay,<5,-2,1.592622163,0.05582523
290,32566,582,57,Santa Rosa,Santa Rosa-32566,Navarre,"Holley, Midway, Navarre",960,Santa Rosa-32566,Navarre,40,40,1.005270652,0.008256626
291,32567,584,46,Okaloosa,Okaloosa-32567,Laurel Hill,Laurel Hill,698,Okaloosa-32567,Laurel Hill,<5,-2,1.013034839,0.022035798
292,32567,585,66,Walton,Walton-32567,Laurel Hill,Paxton,1110,Walton-32567,,0,0,0.635153224,0.014608676
293,32568,587,17,Escambia,Escambia-32568,Mc David,Chumuckla,353,Escambia-32568,Mcdavid,<5,-2,1.549859936,0.055551547
294,32569,589,46,Okaloosa,Okaloosa-32569,Mary Esther,"Fort Walton Beach, Mary Esther",699,Okaloosa-32569,Mary Esther,15,15,0.467852073,0.001637757
295,32570,592,57,Santa Rosa,Santa Rosa-32570,Milton,"Milton, Allentown, Bagdad, Berrydale, Cobbtown, East Milton, Munson, Pace, Pea Ridge, Point Baker, Roeville, Springhill, Whitfield",961,Santa Rosa-32570,Milton,25,25,2.040782977,0.075066213
296,32571,594,57,Santa Rosa,Santa Rosa-32571,Milton,"Chumuckla, Ferry Pass, Mulat, Pace, Pea Ridge, Wallace",962,Santa Rosa-32571,"Milton, Pace",30,30,1.299341651,0.028604445
297,32577,596,17,Escambia,Escambia-32577,Molino,Molino,354,Escambia-32577,Molino,11,11,0.971630627,0.0183149
298,32578,598,46,Okaloosa,Okaloosa-32578,Niceville,"Niceville, Valparaiso",700,Okaloosa-32578,Niceville,29,29,0.564134731,0.008426114
299,32578,599,66,Walton,Walton-32578,Niceville,Niceville,1111,Walton-32578,,0,0,0.519077426,0.005326835
300,32579,600,46,Okaloosa,Okaloosa-32579,Shalimar,"Fort Walton Beach, Shalimar, Eglin AFB, Lake Lorraine, Ocean City",701,Okaloosa-32579,Shalimar,14,14,0.265750301,0.001430791
301,32580,601,46,Okaloosa,Okaloosa-32580,Valparaiso,"Niceville, Valparaiso, Eglin AFB",702,Okaloosa-32580,,0,0,0.249525136,0.001035273
302,32583,603,57,Santa Rosa,Santa Rosa-32583,Milton,"Milton, Avalon, Bagdad, Dickerson City, East Milton, Garcon Point, Harold, Mulat, Pea Ridge",963,Santa Rosa-32583,Milton,120,120,1.81572366,0.030347559
303,32601,604,1,Alachua,Alachua-32601,Gainesville,Gainesville,2,Alachua-32601,Gainesville,65,65,0.164952954,0.001200677
304,32603,605,1,Alachua,Alachua-32603,Gainesville,Gainesville,3,Alachua-32603,Gainesville,<5,-2,0.122770613,2.32E-04
305,32605,606,1,Alachua,Alachua-32605,Gainesville,Gainesville,4,Alachua-32605,Gainesville,31,31,0.285451014,0.002406697
306,32606,607,1,Alachua,Alachua-32606,Gainesville,Gainesville,5,Alachua-32606,Gainesville,20,20,0.371953212,0.004207846
307,32607,608,1,Alachua,Alachua-32607,Gainesville,Gainesville,6,Alachua-32607,Gainesville,43,43,0.369845957,0.003077839
308,32608,609,1,Alachua,Alachua-32608,Gainesville,Gainesville,7,Alachua-32608,Gainesville,61,61,0.601055137,0.010791064
309,32609,610,1,Alachua,Alachua-32609,Gainesville,"Gainesville, Waldo, La Crosse",8,Alachua-32609,Gainesville,34,34,0.957235106,0.030667552
310,32610,612,1,Alachua,Alachua-32610,Gainesville,Gainesville,9,Alachua-32610,Gainesville,<5,-2,0.040894572,4.35E-05
311,32611,613,1,Alachua,Alachua-32611,Gainesville,Gainesville,10,Alachua-32611,,0,0,0.122380765,3.61E-04
312,32615,615,1,Alachua,Alachua-32615,Alachua,"Alachua, High Springs, Newberry, Worthington Springs, La Crosse",11,Alachua-32615,"Alachua, Santa Fe",15,15,1.294099238,0.034443658
313,32617,619,42,Marion,Marion-32617,Anthony,Anthony,635,Marion-32617,Anthony,<5,-2,0.625643841,0.007876674
314,32618,620,1,Alachua,Alachua-32618,Archer,"Archer, Newberry",12,Alachua-32618,Archer,<5,-2,0.765346245,0.01697566
315,32618,621,38,Levy,Levy-32618,Archer,"Newberry, East Bronson",589,Levy-32618,,0,0,0.501788705,0.004261827
316,32619,623,21,Gilchrist,Gilchrist-32619,Bell,Bell,376,Gilchrist-32619,Bell,8,8,1.19398421,0.030735392
317,32621,626,38,Levy,Levy-32621,Bronson,"Bronson, Otter Creek, East Bronson, Williston Highlands",590,Levy-32621,Bronson,13,13,1.318079049,0.031888234
318,32622,627,1,Alachua,Alachua-32622,Brooker,La Crosse,13,Alachua-32622,,0,0,0.469213265,0.001998396
319,32622,628,4,Bradford,Bradford-32622,Brooker,"Brooker, Worthington Springs",45,Bradford-32622,Brooker,<5,-2,0.871298566,0.017388705
320,32625,630,38,Levy,Levy-32625,Cedar Key,Cedar Key,591,Levy-32625,,0,0,4.169682698,0.019790959
321,32626,633,38,Levy,Levy-32626,Chiefland,"Fanning Springs, Chiefland, Otter Creek, Andrews, Manatee Road",592,Levy-32626,Chiefland,6,6,2.879510368,0.078687061
322,32628,634,15,Dixie,Dixie-32628,Cross City,Cross City,297,Dixie-32628,Cross City,21,21,0.528729946,0.006766932
323,32631,635,1,Alachua,Alachua-32631,Earleton,Earleton,14,Alachua-32631,,0,0,0.425044209,0.003221174
324,32640,638,1,Alachua,Alachua-32640,Hawthorne,Hawthorne,15,Alachua-32640,Hawthorne,9,9,1.580253305,0.040502778
325,32640,640,54,Putnam,Putnam-32640,Hawthorne,Hawthorne,952,Putnam-32640,Hawthorne,<5,-2,0.845965315,0.020747333
326,32641,641,1,Alachua,Alachua-32641,Gainesville,Gainesville,16,Alachua-32641,Gainesville,27,27,0.700876693,0.013055273
327,32643,642,1,Alachua,Alachua-32643,High Springs,"Alachua, High Springs, Newberry",17,Alachua-32643,High Springs,8,8,0.856138804,0.014020358
328,32643,643,12,Columbia,Columbia-32643,High Springs,High Springs,209,Columbia-32643,,0,0,0.685607769,0.003344535
329,32643,644,21,Gilchrist,Gilchrist-32643,High Springs,"Newberry, Spring Ridge",377,Gilchrist-32643,,0,0,0.529057714,0.007712291
330,32648,645,15,Dixie,Dixie-32648,Horseshoe Beach,Horseshoe Beach,298,Dixie-32648,,0,0,1.924656095,0.028124791
331,32653,646,1,Alachua,Alachua-32653,Gainesville,"Alachua, Gainesville, La Crosse",18,Alachua-32653,Gainesville,18,18,0.689959798,0.009518432
332,32656,648,4,Bradford,Bradford-32656,Keystone Heights,Keystone Heights,46,Bradford-32656,,0,0,0.36589885,0.001239199
333,32656,649,10,Clay,Clay-32656,Keystone Heights,Keystone Heights,179,Clay-32656,Keystone Heights,9,9,1.016280702,0.030724276
334,32666,651,1,Alachua,Alachua-32666,Melrose,Melrose,19,Alachua-32666,,0,0,0.308428761,0.001404655
335,32666,652,4,Bradford,Bradford-32666,Melrose,Melrose,47,Bradford-32666,,0,0,0.266597139,8.33E-04
336,32666,653,10,Clay,Clay-32666,Melrose,Keystone Heights,180,Clay-32666,,0,0,0.538105715,0.002508668
337,32666,654,54,Putnam,Putnam-32666,Melrose,Melrose,953,Putnam-32666,Melrose,<5,-2,0.557193256,0.007994463
338,32667,655,1,Alachua,Alachua-32667,Micanopy,"Micanopy, McIntosh",20,Alachua-32667,Micanopy,<5,-2,1.172020919,0.017898446
339,32667,657,42,Marion,Marion-32667,Micanopy,McIntosh,637,Marion-32667,,0,0,0.686602564,0.009932598
340,32668,658,38,Levy,Levy-32668,Morriston,"Morriston, Williston Highlands",593,Levy-32668,Morriston,<5,-2,1.143846178,0.028396789
341,32668,659,42,Marion,Marion-32668,Morriston,Morriston,638,Marion-32668,,0,0,0.596495302,0.005117533
342,32669,660,1,Alachua,Alachua-32669,Newberry,Newberry,21,Alachua-32669,"Newberry, Tioga",22,22,0.804551534,0.020776785
343,32669,661,21,Gilchrist,Gilchrist-32669,Newberry,Newberry,378,Gilchrist-32669,,0,0,0.463812112,0.003125819
344,32669,662,38,Levy,Levy-32669,Newberry,Newberry,594,Levy-32669,,0,0,0.171014153,3.23E-04
345,32680,663,15,Dixie,Dixie-32680,Old Town,Fanning Springs,299,Dixie-32680,Old Town,34,34,3.751876088,0.112062677
346,32686,670,42,Marion,Marion-32686,Reddick,Reddick,639,Marion-32686,Reddick,<5,-2,1.239748373,0.020694701
347,32693,673,21,Gilchrist,Gilchrist-32693,Trenton,"Fanning Springs, Trenton",379,Gilchrist-32693,"Fanning Springs, Trenton",9,9,1.460844625,0.035809006
348,32693,674,38,Levy,Levy-32693,Trenton,"Fanning Springs, Andrews, Manatee Road",595,Levy-32693,,0,0,0.917338445,0.011046594
349,32694,675,1,Alachua,Alachua-32694,Waldo,Waldo,22,Alachua-32694,Waldo,<5,-2,0.547955299,0.00669227
350,32696,678,38,Levy,Levy-32696,Williston,"Williston, East Bronson, East Williston, Raleigh, Williston Highlands",596,Levy-32696,Williston,16,16,0.971849614,0.027717923
351,32696,679,42,Marion,Marion-32696,Williston,East Williston,640,Marion-32696,,0,0,0.581699764,0.005646948
352,32701,680,59,Seminole,Seminole-32701,Altamonte Springs,"Altamonte Springs, Longwood, Casselberry, Fern Park",992,Seminole-32701,Altamonte Springs,27,27,0.173948448,0.001432341
353,32702,681,35,Lake,Lake-32702,Altoona,"Umatilla, Altoona, Pittman",513,Lake-32702,Altoona,<5,-2,0.795752432,0.017947755
354,32702,682,42,Marion,Marion-32702,Altoona,Altoona,641,Marion-32702,,0,0,0.432393565,0.003408399
355,32703,683,48,Orange,Orange-32703,Apopka,"Apopka, Ocoee, Clarcona, Forest City, Lockhart, Paradise Heights, South Apopka, Wekiwa Springs",705,Orange-32703,Apopka,95,95,0.736955456,0.009062706
356,32703,684,59,Seminole,Seminole-32703,Apopka,"Forest City, Lockhart, Wekiwa Springs",993,Seminole-32703,,0,0,0.133846694,8.70E-04
357,32707,685,59,Seminole,Seminole-32707,Casselberry,"Altamonte Springs, Longwood, Casselberry, Winter Springs, Fern Park",994,Seminole-32707,Casselberry,35,35,0.323575549,0.002555412
